Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),WEST ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),WEST ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),EAST ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),EAST ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),NORTH ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),NORTH ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Beam Solar Incident Angle Cosine Value [](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Transmittance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Reflectance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Absorptance [](TimeStep),ZN001:WALL001:WIN001:Surface Shading Device Is On Time Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Window Blind Slat Angle [deg](TimeStep),WEST ZONE:Zone Mean Radiant Temperature [C](TimeStep),EAST ZONE:Zone Mean Radiant Temperature [C](TimeStep),NORTH ZONE:Zone Mean Radiant Temperature [C](TimeStep),WEST ZONE:Zone Mean Air Temperature [C](TimeStep),EAST ZONE:Zone Mean Air Temperature [C](TimeStep),NORTH ZONE:Zone Mean Air Temperature [C](TimeStep),WEST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),WEST ZONE:Zone Air System Sensible Cooling Rate [W](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE:Zone Air Humidity Ratio [](TimeStep),EAST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Humidity Ratio [](TimeStep),NORTH ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Humidity Ratio [](TimeStep),WEST ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),EAST ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),NORTH ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SHADE_ANGLE_SCHEDULE:Schedule Value [](TimeStep) 
 06/19  01:06:00,14.63,0.0,543.586454825976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3681292881161,27.6230637265591,27.7511446672507,27.1343633855102,28.0034840027491,27.998807227938,0.0,0.0,27.1343633855102,9.000000688362268E-003,0.0,28.0034840027491,9.000001918967316E-003,0.0,27.998807227938,9.000003071596955E-003,1.21964433590217,1.3307505008458,1.34220160090146,90. 
 06/19  01:12:00,14.86,0.0,535.344959313027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3368189903104,27.5963538946637,27.7215203759378,27.0861463193556,27.9758439395522,27.9673962568805,0.0,0.0,27.0861463193556,9.000000688362268E-003,0.0,27.9758439395522,9.000001918967318E-003,0.0,27.9673962568805,9.000003071596954E-003,1.2094973878432,1.32543329803851,1.33618901627103,90. 
 06/19  01:18:00,15.09,0.0,527.272087606112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3056021014479,27.5681815677278,27.6903843057217,27.0519238910735,27.9464668640718,27.9343063186923,0.0,0.0,27.0519238910735,9.000000688362268E-003,0.0,27.9464668640718,9.000001918967318E-003,0.0,27.9343063186923,9.000003071596952E-003,1.2014437854028,1.31980821236297,1.3298728315929,90. 
 06/19  01:24:00,15.32,0.0,519.292459438979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2743702526992,27.5385218549472,27.6577155289023,27.0246875448015,27.9152180263505,27.89937357451,0.0,0.0,27.0246875448015,9.000000688362268E-003,0.0,27.9152180263505,9.000001918967316E-003,0.0,27.89937357451,9.000003071596952E-003,1.19487822478676,1.3138555960641,1.32323147468214,90. 
 06/19  01:30:00,15.55,0.0,511.306324134042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2429619954891,27.5073938246357,27.6235399226648,26.9998888432808,27.881990179793,27.8624289569833,0.0,0.0,26.9998888432808,9.000000688362268E-003,0.0,27.881990179793,9.000001918967316E-003,0.0,27.8624289569833,9.000003071596952E-003,1.18904007945592,1.30756217725698,1.31624904994844,90. 
 06/19  01:36:00,15.78,0.0,503.248949999456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2112651317774,27.4748536504739,27.5879263169031,26.9756220216344,27.8467015532687,27.8234178834243,0.0,0.0,26.9756220216344,9.000000688362268E-003,0.0,27.8467015532687,9.000001918967318E-003,0.0,27.8234178834243,9.000003071596952E-003,1.18343495501271,1.30092109400798,1.30891294230596,90. 
 06/19  01:42:00,16.01,0.0,495.093917708432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1792482482907,27.4409891500073,27.5509556365759,26.9514608170407,27.8092788004327,27.7824902643123,0.0,0.0,26.9514608170407,9.000000688362268E-003,0.0,27.8092788004327,9.000001918967319E-003,0.0,27.7824902643123,9.000003071596954E-003,1.1778571594086,1.29393117208022,1.30122441078649,90. 
 06/19  01:48:00,16.24,0.0,486.837278434686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1469425058325,27.4059124515203,27.512743858286,26.9274654261818,27.769519091483,27.7397816937743,0.0,0.0,26.9274654261818,9.000000688362268E-003,0.0,27.769519091483,9.000001918967319E-003,0.0,27.7397816937743,9.000003071596954E-003,1.1722642736298,1.28659435574382,1.29491076726523,90. 
 06/19  01:54:00,16.47,0.0,478.483251505926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1144137134503,27.3697621017068,27.4734290352063,26.9037313200298,27.7277899960551,27.6953533849422,0.0,0.0,26.9037313200298,9.000000688362268E-003,0.0,27.7277899960551,9.000001918967319E-003,0.0,27.6953533849422,9.000003071596952E-003,1.16666888090174,1.27890047877955,1.28668486219576,90. 
 06/19  02:00:00,16.7,0.0,470.037305529017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0817429546438,27.3326568567647,27.4331636218626,26.880302537145,27.6843958881417,27.6491940004837,0.0,0.0,26.880302537145,9.000000688362268E-003,0.0,27.6843958881417,9.000001918967319E-003,0.0,27.6491940004837,9.000003071596950E-003,1.16108874123889,1.27090133599413,1.27818788448782,90. 
 06/19  02:06:00,16.7,0.0,470.314163913039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0406580965594,27.2947451805376,27.3920981463557,26.8536602718287,27.6394891859499,27.6013566176728,0.0,0.0,26.8536602718287,9.000000688362268E-003,0.0,27.6394891859499,9.000001918967319E-003,0.0,27.6013566176728,9.000003071596950E-003,1.15475564565945,1.26264432427212,1.26943277357549,90. 
 06/19  02:12:00,16.7,0.0,470.427769501565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9992471650379,27.2561767894091,27.3503758771966,26.8227815920453,27.5930286231051,27.5527073262079,0.0,0.0,26.8227815920453,9.000000688362268E-003,0.0,27.5930286231051,9.000001918967319E-003,0.0,27.5527073262079,9.000003071596950E-003,1.1480512430876,1.25415995777283,1.26043861977332,90. 
 06/19  02:18:00,16.7,0.0,470.409889984204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9575506219695,27.2170952881611,27.3080556774028,26.7887694925867,27.5450800100448,27.5043980217949,0.0,0.0,26.7887694925867,9.000000688362268E-003,0.0,27.5450800100448,9.000001918967319E-003,0.0,27.5043980217949,9.000003071596952E-003,1.14087038454486,1.24545653507672,1.25130305746569,90. 
 06/19  02:24:00,16.7,0.0,470.284665511261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9156593997373,27.177590450614,27.2653006614984,26.7531799350251,27.4969144859807,27.4570017639061,0.0,0.0,26.7531799350251,9.000000688362268E-003,0.0,27.4969144859807,9.000001918967319E-003,0.0,27.4570017639061,9.000003071596955E-003,1.1333389274782,1.23828682813941,1.24216389661432,90. 
 06/19  02:30:00,16.7,0.0,470.079452088742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8736733573375,27.137710878935,27.2222406573904,26.7171200817089,27.4495162783348,27.410605277479,0.0,0.0,26.7171200817089,9.000000688362268E-003,0.0,27.4495162783348,9.000001918967319E-003,0.0,27.410605277479,9.000003071596957E-003,1.12563180547525,1.22943588587066,1.23309428597999,90. 
 06/19  02:36:00,16.7,0.0,469.814611874857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8316775880902,27.0975891199409,27.178976744124,26.6811526981444,27.4031762073465,27.3651004622658,0.0,0.0,26.6811526981444,9.000000688362268E-003,0.0,27.4031762073465,9.000001918967318E-003,0.0,27.3651004622658,9.000003071596959E-003,1.11787481848299,1.22064472374158,1.22411295639828,90. 
 06/19  02:42:00,16.7,0.0,469.502284035988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7897344891501,27.0573198513022,27.1355845652537,26.6455246765124,27.3577662347613,27.3203892636758,0.0,0.0,26.6455246765124,9.000000688362268E-003,0.0,27.3577662347613,9.000001918967314E-003,0.0,27.3203892636758,9.000003071596960E-003,1.11013370109644,1.2119531652882,1.21521552484003,90. 
 06/19  02:48:00,16.7,0.0,469.149526101414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7478811008537,27.0169724260633,27.0921102088778,26.6104274308138,27.313053744995,27.2765164562219,0.0,0.0,26.6104274308138,9.000000688362268E-003,0.0,27.313053744995,9.000001918967314E-003,0.0,27.2765164562219,9.000003071596962E-003,1.10243819465694,1.20335410412776,1.2063959014135,90. 
 06/19  02:54:00,16.7,0.0,468.761881024428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7062185853679,26.9765973034689,27.0486565323417,26.5755153119514,27.2688590062648,27.2332737425507,0.0,0.0,26.5755153119514,9.000000688362266E-003,0.0,27.2688590062648,9.000001918967314E-003,0.0,27.2332737425507,9.000003071596962E-003,1.09481810859746,1.19482753015334,1.19766848602085,90. 
 06/19  03:00:00,16.7,0.0,468.339608815283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6647123882301,26.9362320963288,27.005268904897,26.5406986993455,27.2250818389521,27.1902757674987,0.0,0.0,26.5406986993455,9.000000688362266E-003,0.0,27.2250818389521,9.000001918967316E-003,0.0,27.1902757674987,9.000003071596962E-003,1.08723340303411,1.1863578477625,1.18901536956705,90. 
 06/19  03:06:00,16.7,0.0,465.514320112481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6256653545636,26.8959057750138,26.9619623470331,26.5068192820952,27.1816744259748,27.1472935316482,0.0,0.0,26.5068192820952,9.000000688362268E-003,0.0,27.1816744259748,9.000001918967318E-003,0.0,27.1472935316482,9.000003071596962E-003,1.07988892707007,1.17793711024238,1.18039695530774,90. 
 06/19  03:12:00,16.7,0.0,462.692258561976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5869071487128,26.8556412920776,26.9187520229506,26.4740701815192,27.1386113651245,27.1042716072265,0.0,0.0,26.4740701815192,9.000000688362269E-003,0.0,27.1386113651245,9.000001918967318E-003,0.0,27.1042716072265,9.000003071596962E-003,1.07267210876093,1.16956237550143,1.17179028501122,90. 
 06/19  03:18:00,16.7,0.0,459.893559647614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5484277657378,26.8154582023989,26.875652407531,26.4421587015353,27.0958737055989,27.0612447444424,0.0,0.0,26.4421587015353,9.000000688362269E-003,0.0,27.0958737055989,9.000001918967316E-003,0.0,27.0612447444424,9.000003071596962E-003,1.06560258326037,1.16123276597798,1.16319080014056,90. 
 06/19  03:24:00,16.7,0.0,457.114957088714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5102268746345,26.775374668171,26.8326790853338,26.4107376809219,27.0534447811781,27.0182676896245,0.0,0.0,26.4107376809219,9.000000688362269E-003,0.0,27.0534447811781,9.000001918967316E-003,0.0,27.0182676896245,9.000003071596962E-003,1.0586491349507,1.15294795776029,1.15460364047645,90. 
 06/19  03:30:00,16.7,0.0,454.350632092594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4723012306215,26.7354082455242,26.7898486401638,26.3796194667679,27.0113110231069,26.9753847453713,0.0,0.0,26.3796194667679,9.000000688362269E-003,0.0,27.0113110231069,9.000001918967318E-003,0.0,26.9753847453713,9.000003071596962E-003,1.05177446648661,1.14470781080388,1.14603616662525,90. 
 06/19  03:36:00,16.7,0.0,464.005892193507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4228865893151,26.695576419966,26.7471783671982,26.343780416181,26.9694632137974,26.9326261879118,0.0,0.0,26.343780416181,9.000000688362269E-003,0.0,26.9694632137974,9.000001918967319E-003,0.0,26.9326261879118,9.000003071596962E-003,1.04386506526199,1.1365125055366,1.13749469333732,90. 
 06/19  03:42:00,16.7,0.0,461.094187173416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.385008809245,26.6558969197086,26.7046861406694,26.3069570751975,26.9278967561135,26.8900140453996,0.0,0.0,26.3069570751975,9.000000688362269E-003,0.0,26.9278967561135,9.000001918967321E-003,0.0,26.8900140453996,9.000003071596962E-003,1.03652626161957,1.12836270565987,1.12898409522054,90. 
 06/19  03:48:00,16.7,0.0,458.243909814522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3473833082626,26.6163875431917,26.6623902164705,26.2722856109605,26.8866111022836,26.84756750602,0.0,0.0,26.2722856109605,9.000000688362269E-003,0.0,26.8866111022836,9.000001918967323E-003,0.0,26.84756750602,9.000003071596962E-003,1.02910686020021,1.12025957092547,1.1205084029393,90. 
 06/19  03:54:00,16.7,0.0,455.444866385575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3100519096076,26.5770652359337,26.620308894572,26.2405790673996,26.8456086959727,26.8053054326714,0.0,0.0,26.2405790673996,9.000000688362269E-003,0.0,26.8456086959727,9.000001918967323E-003,0.0,26.8053054326714,9.000003071596964E-003,1.02194492476448,1.11220461063403,1.11207134727639,90. 
 06/19  04:00:00,16.7,0.0,452.703331664287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2731648970573,26.5379450571771,26.5784601034008,26.2104461427076,26.8048936704532,26.7632467634806,0.0,0.0,26.2104461427076,9.000000688362269E-003,0.0,26.8048936704532,9.000001918967323E-003,0.0,26.7632467634806,9.000003071596967E-003,1.01514107672033,1.10419947517954,1.10367658814971,90. 
 06/19  04:06:00,16.75,0.0,451.296005025763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2353609298666,26.499040029352,26.5368609947786,26.1801324509865,26.7644706593109,26.7214100818631,0.0,0.0,26.1801324509865,9.000000688362269E-003,0.0,26.7644706593109,9.000001918967323E-003,0.0,26.7214100818631,9.000003071596969E-003,1.00842071206403,1.09624580383449,1.09532771966215,90. 
 06/19  04:12:00,16.8,0.0,450.55339150319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1973876258721,26.4603607926643,26.4955266171342,26.1485476830901,26.7243438811986,26.6798129159049,0.0,0.0,26.1485476830901,9.000000688362269E-003,0.0,26.7243438811986,9.000001918967323E-003,0.0,26.6798129159049,9.000003071596969E-003,1.00166629997082,1.0883450663697,1.08702810109825,90. 
 06/19  04:18:00,16.85,0.0,449.225582817603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1600749261438,26.4219100365042,26.4544629852402,26.1160417089856,26.6845152785689,26.638469737276,0.0,0.0,26.1160417089856,9.000000688362269E-003,0.0,26.6845152785689,9.000001918967323E-003,0.0,26.638469737276,9.000003071596969E-003,0.994838598841376,1.08049794853953,1.07878013848334,90. 
 06/19  04:24:00,16.9,0.0,389.991846462907,0.0,0.0,0.0,0.0,7.00916138104053,-0.528114482015542,57.4552289367893,0.819714996443131,9.819018382813720E-002,8.209481972873196E-002,0.0,0.0,26.1304244864621,26.3836798690792,26.4136639835989,26.0848765659404,26.644981664237,26.5973888215548,0.0,0.0,26.0848765659404,9.000000688362269E-003,0.0,26.644981664237,9.000001918967323E-003,0.0,26.5973888215548,9.000003071596971E-003,0.988623989083783,1.07270391065652,1.07058478509201,90. 
 06/19  04:30:00,16.95,0.0,380.657784373639,0.0,0.0,0.0,0.0,7.99673772423412,-0.513167280303143,65.5505518728867,0.819715140872031,9.819002493461884E-002,8.209483419335026E-002,0.0,0.0,26.0974286875541,26.345659177881,26.3731195446147,26.0553511574794,26.6057338340529,26.5565710734427,0.0,0.0,26.0553511574794,9.000000688362268E-003,0.0,26.6057338340529,9.000001918967323E-003,0.0,26.5565710734427,9.000003071596974E-003,0.982242699137527,1.06496156856997,1.06244196839499,121.878146277876 
 06/19  04:36:00,17.,0.0,362.293799224884,0.0,0.0,0.0,0.0,10.0960454096214,-0.498071035743876,82.7589163426998,0.8197153540167,9.818979044341701E-002,8.209485553988317E-002,0.0,0.0,26.065502973739,26.3078530790929,26.3328367888201,26.0267094719173,26.5667620310327,26.5160152041019,0.0,0.0,26.0267094719173,9.000000688362268E-003,0.0,26.5667620310327,9.000001918967323E-003,0.0,26.5160152041019,9.000003071596978E-003,0.97613604281508,1.05727040488998,1.05435242823552,120.875031946912 
 06/19  04:42:00,17.05,0.0,343.78528187066,0.0,0.0,0.0,0.0,12.2189006228235,-0.482836094549688,100.16030370469,0.81971549507533,9.818963525770279E-002,8.209486966696740E-002,0.0,0.0,26.0343199891389,26.2702836760167,26.2928403917891,25.9984458912356,26.528064309262,26.4757259662394,0.0,0.0,25.9984458912356,9.000000688362268E-003,0.0,26.528064309262,9.000001918967323E-003,0.0,26.4757259662394,9.000003071596978E-003,0.970193035726412,1.04963141894916,1.04631829955369,119.872462599165 
 06/19  04:48:00,17.1,0.0,325.190789808948,0.0,0.0,0.0,0.0,14.3564712305986,-0.467472897988272,117.682315534875,0.819715594961066,9.818952536836634E-002,8.209487967056806E-002,0.0,0.0,26.0038417122518,26.2329785049032,26.2531595350895,25.9704464432284,26.4896504104324,26.4357181987659,0.0,0.0,25.9704464432284,9.000000688362268E-003,0.0,26.4896504104324,9.000001918967323E-003,0.0,26.4357181987659,9.000003071596976E-003,0.964356205646525,1.04204694361388,1.03834277623258,118.870796231377 
 06/19  04:54:00,17.15,0.0,306.546076220998,0.0,0.0,0.0,0.0,16.5045415331431,-0.451991975227142,135.290395060458,0.819715669273289,9.818944361374088E-002,8.209488711297014E-002,0.0,0.0,25.9740492340889,26.1959705826692,26.213827896306,25.9427886411159,26.4515409720961,26.3960163162066,0.0,0.0,25.9427886411159,9.000000688362268E-003,0.0,26.4515409720961,9.000001918967323E-003,0.0,26.3960163162066,9.000003071596974E-003,0.960264389321817,1.03452106233685,1.03043054078083,117.870381521936 
 06/19  05:00:00,17.2,0.0,287.870793877207,0.0,0.0,0.0,0.0,18.6609548184845,-0.436403936117469,152.96686336475,0.819715726666124,9.818938047298813E-002,8.209489286088796E-002,0.0,0.0,25.9449356176419,26.1592974885501,26.1748828587182,25.9155689637776,26.413765012041,26.3566520127858,0.0,0.0,25.9155689637776,9.000000688362268E-003,0.0,26.413765012041,9.000001918967321E-003,0.0,26.3566520127858,9.000003071596974E-003,0.954631830377956,1.02705943935306,1.0225876364137,116.871559013109 
